MaGiaoDich,NgayThanhToan,ThangThanhToan,DoTuoiThiSinh,TenChungChi,LinhVuc,GiaGoc,PhanTramGiamGia,DoanhThuThucTe,PhuongThucThanhToan,NgayThi,DiemThi,TrangThaiThi
HD01334,2023-10-23,2023-10,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-11-19,390,Không đạt
HD00087,2023-10-24,2023-10,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-11-17,690,Đạt
HD00795,2023-10-24,2023-10,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-11-11,6.5,Đạt
HD00832,2023-10-24,2023-10,27,VSTEP,Ngoại Ngữ,1800000,0.2,1440000.0,Momo,2023-11-13,3.9,Không đạt
HD00849,2023-10-24,2023-10,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-11-17,765,Đạt
HD00891,2023-10-25,2023-10,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-11-08,815,Đạt
HD00740,2023-10-26,2023-10,22,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-11-15,5.5,Đạt
HD00940,2023-10-26,2023-10,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-11-13,335,Không đạt
HD01215,2023-10-26,2023-10,21,IC3,Tin Học,750000,0.1,675000.0,VNPay,2023-11-09,754,Đạt
HD00328,2023-10-27,2023-10,24,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2023-11-24,7.4,Đạt
HD01035,2023-10-27,2023-10,23,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2023-11-24,877,Đạt
HD00186,2023-10-28,2023-10,17,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2023-11-18,575,Đạt
HD01163,2023-10-28,2023-10,28,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2023-11-27,2.2,Không đạt
HD00836,2023-10-29,2023-10,15,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-11-17,5.5,Đạt
HD00848,2023-10-30,2023-10,28,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-11-26,4.5,Không đạt
HD00967,2023-10-30,2023-10,15,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-11-25,2.9,Không đạt
HD00066,2023-10-31,2023-10,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2023-11-20,525,Không đạt
HD00880,2023-10-31,2023-10,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-11-24,4.5,Không đạt
HD01013,2023-10-31,2023-10,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-11-23,825,Đạt
HD01091,2023-10-31,2023-10,25,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2023-11-22,6.5,Đạt
HD00243,2023-11-01,2023-11,23,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2023-11-29,5.5,Đạt
HD00881,2023-11-01,2023-11,24,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-11-24,7.0,Đạt
HD00112,2023-11-02,2023-11,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-11-30,5.8,Đạt
HD00394,2023-11-04,2023-11,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-03,5.5,Đạt
HD00638,2023-11-04,2023-11,25,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Momo,2023-11-24,4.2,Đạt
HD00784,2023-11-04,2023-11,23,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-12-04,2.5,Không đạt
HD01072,2023-11-04,2023-11,26,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2023-11-29,535,Không đạt
HD00641,2023-11-05,2023-11,25,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-11-28,3.5,Không đạt
HD00976,2023-11-05,2023-11,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-01,465,Không đạt
HD01129,2023-11-05,2023-11,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-11-30,325,Không đạt
HD00471,2023-11-06,2023-11,24,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2023-11-27,6.5,Đạt
HD00095,2023-11-07,2023-11,18,IC3,Tin Học,750000,0,750000,Momo,2023-12-03,889,Đạt
HD00347,2023-11-07,2023-11,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-12-02,780,Đạt
HD00385,2023-11-07,2023-11,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2023-11-25,610,Đạt
HD01297,2023-11-07,2023-11,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-02,390,Không đạt
HD00168,2023-11-08,2023-11,24,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2023-12-07,700,Đạt
HD01286,2023-11-08,2023-11,21,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-12-08,585,Đạt
HD01350,2023-11-08,2023-11,21,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2023-11-26,6.0,Đạt
HD00074,2023-11-09,2023-11,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-11-28,665,Đạt
HD00465,2023-11-09,2023-11,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-11-30,805,Đạt
HD00759,2023-11-09,2023-11,21,MOS Word,Tin Học,850000,0,850000,Momo,2023-11-27,734,Đạt
HD00878,2023-11-09,2023-11,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-09,495,Không đạt
HD01462,2023-11-09,2023-11,15,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-12-09,8.5,Đạt
HD00164,2023-11-10,2023-11,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-12-02,525,Không đạt
HD00486,2023-11-10,2023-11,27,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2023-11-28,725,Đạt
HD01069,2023-11-10,2023-11,20,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-12-02,5.5,Đạt
HD01346,2023-11-11,2023-11,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-12-04,690,Đạt
HD00078,2023-11-12,2023-11,19,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2023-12-02,826,Đạt
HD00201,2023-11-12,2023-11,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-11-29,180,Không đạt
HD01019,2023-11-12,2023-11,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-06,6.0,Đạt
HD00532,2023-11-13,2023-11,28,MOS Excel,Tin Học,850000,0.15,722500.0,Chuyển khoản,2023-12-08,720,Đạt
HD01231,2023-11-13,2023-11,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-12-08,5.5,Đạt
HD00100,2023-11-14,2023-11,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-11-30,6.5,Đạt
HD00157,2023-11-14,2023-11,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-12-10,7.5,Đạt
HD00263,2023-11-14,2023-11,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-01,7.5,Đạt
HD00525,2023-11-14,2023-11,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-12-09,750,Đạt
HD00858,2023-11-14,2023-11,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-12-03,6.0,Đạt
HD00934,2023-11-14,2023-11,23,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2023-12-14,680,Đạt
HD01273,2023-11-14,2023-11,16,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2023-12-12,3.5,Không đạt
HD01438,2023-11-14,2023-11,29,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-12-01,5.0,Đạt
HD00326,2023-11-15,2023-11,23,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2023-12-01,420,Không đạt
HD01386,2023-11-15,2023-11,22,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Chuyển khoản,2023-12-04,4.1,Đạt
HD00436,2023-11-16,2023-11,26,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2023-12-12,485,Không đạt
HD01232,2023-11-16,2023-11,23,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2023-12-05,670,Đạt
HD01017,2023-11-17,2023-11,24,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2023-12-01,440,Không đạt
HD00318,2023-11-18,2023-11,21,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-12-10,6.0,Đạt
HD01175,2023-11-18,2023-11,15,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-12-18,6.0,Đạt
HD00007,2023-11-19,2023-11,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-05,7.0,Đạt
HD00701,2023-11-20,2023-11,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-12-15,295,Không đạt
HD01211,2023-11-20,2023-11,18,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2023-12-09,7.0,Đạt
HD01031,2023-11-22,2023-11,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-12-16,5.0,Đạt
HD01036,2023-11-22,2023-11,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-12-09,6.5,Đạt
HD01260,2023-11-22,2023-11,25,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2023-12-11,470,Không đạt
HD00001,2023-11-23,2023-11,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-12-08,755,Đạt
HD00944,2023-11-23,2023-11,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-12-19,620,Đạt
HD01106,2023-11-23,2023-11,25,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2023-12-18,895,Đạt
HD01483,2023-11-23,2023-11,20,MOS Excel,Tin Học,850000,0.1,765000.0,Momo,2023-12-23,981,Đạt
HD00757,2023-11-24,2023-11,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-14,840,Đạt
HD00868,2023-11-24,2023-11,17,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2023-12-15,685,Đạt
HD00957,2023-11-24,2023-11,24,MOS Word,Tin Học,850000,0.1,765000.0,Momo,2023-12-15,598,Không đạt
HD00065,2023-11-26,2023-11,21,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-12-15,6.0,Đạt
HD00589,2023-11-26,2023-11,19,MOS Word,Tin Học,850000,0.15,722500.0,VNPay,2023-12-11,1000,Đạt
HD01416,2023-11-26,2023-11,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-25,5.5,Đạt
HD01103,2023-11-27,2023-11,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-20,4.0,Không đạt
HD00360,2023-11-28,2023-11,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-12-21,515,Không đạt
HD00541,2023-11-28,2023-11,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-12-21,615,Đạt
HD00704,2023-11-28,2023-11,19,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-12-19,4.5,Không đạt
HD00884,2023-11-28,2023-11,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-12,510,Không đạt
HD01481,2023-11-28,2023-11,26,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-12-25,5.5,Đạt
HD00791,2023-11-29,2023-11,21,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2023-12-13,3.7,Không đạt
HD01480,2023-11-29,2023-11,18,MOS Excel,Tin Học,850000,0.1,765000.0,Chuyển khoản,2023-12-15,746,Đạt
HD00588,2023-11-30,2023-11,25,IC3,Tin Học,750000,0,750000,VNPay,2023-12-29,838,Đạt
HD00938,2023-11-30,2023-11,25,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-12-29,4.5,Không đạt
HD00697,2023-12-01,2023-12,22,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2023-12-27,4.5,Không đạt
HD01221,2023-12-01,2023-12,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-16,665,Đạt
HD01329,2023-12-01,2023-12,16,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2023-12-23,780,Đạt
HD00246,2023-12-02,2023-12,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-22,7.0,Đạt
HD00809,2023-12-03,2023-12,18,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Momo,2023-12-23,4.4,Đạt
HD01197,2023-12-03,2023-12,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-24,6.0,Đạt
HD00011,2023-12-05,2023-12,21,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-12-20,5.0,Đạt
HD01275,2023-12-05,2023-12,23,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-12-25,4.5,Không đạt
HD01312,2023-12-05,2023-12,16,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-12-20,6.0,Đạt
HD01430,2023-12-06,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-29,795,Đạt
HD01156,2023-12-07,2023-12,15,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-12-25,6.0,Đạt
HD01319,2023-12-07,2023-12,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-12-29,780,Đạt
HD00362,2023-12-08,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-12-30,515,Không đạt
HD00722,2023-12-10,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-01-02,510,Không đạt
HD01023,2023-12-12,2023-12,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-12-31,6.0,Đạt
HD00049,2023-12-13,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-01-09,440,Không đạt
HD00615,2023-12-14,2023-12,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-08,725,Đạt
HD01479,2023-12-14,2023-12,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-12-31,620,Đạt
HD00132,2023-12-16,2023-12,29,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-01-03,420,Không đạt
HD00433,2023-12-16,2023-12,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-01-06,6.0,Đạt
HD00516,2023-12-16,2023-12,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-01-04,5.0,Đạt
HD01132,2023-12-16,2023-12,17,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-01-05,6.0,Đạt
HD00429,2023-12-17,2023-12,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-01-03,565,Đạt
HD00503,2023-12-17,2023-12,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-01-08,650,Đạt
HD00191,2023-12-18,2023-12,22,IC3,Tin Học,750000,0.1,675000.0,VNPay,2024-01-10,902,Đạt
HD00041,2023-12-19,2023-12,24,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Chuyển khoản,2024-01-05,2.3,Không đạt
HD00265,2023-12-19,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2024-01-02,660,Đạt
HD00409,2023-12-20,2023-12,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-11,465,Không đạt
HD00812,2023-12-20,2023-12,17,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-01-12,4.5,Không đạt
HD00559,2023-12-21,2023-12,27,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-01-15,5.5,Đạt
HD00570,2023-12-22,2023-12,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2024-01-15,665,Đạt
HD00492,2023-12-23,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-17,665,Đạt
HD01317,2023-12-23,2023-12,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-19,585,Đạt
HD00384,2023-12-24,2023-12,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-01-12,7.0,Đạt
HD00685,2023-12-24,2023-12,20,MOS Word,Tin Học,850000,0.1,765000.0,Momo,2024-01-20,923,Đạt
HD01181,2023-12-24,2023-12,19,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2024-01-07,662,Không đạt
HD00113,2023-12-25,2023-12,19,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-01-15,6.3,Đạt
HD00143,2023-12-25,2023-12,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-09,755,Đạt
HD00733,2023-12-25,2023-12,23,MOS Word,Tin Học,850000,0.1,765000.0,VNPay,2024-01-22,767,Đạt
HD00824,2023-12-25,2023-12,20,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-01-20,7.2,Đạt
HD00964,2023-12-25,2023-12,22,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2024-01-11,771,Đạt
HD01234,2023-12-25,2023-12,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-10,635,Đạt
HD01378,2023-12-25,2023-12,26,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-01-13,610,Đạt
HD00972,2023-12-26,2023-12,20,IC3,Tin Học,750000,0.2,600000.0,Momo,2024-01-22,908,Đạt
HD01048,2023-12-27,2023-12,21,MOS Word,Tin Học,850000,0.15,722500.0,Momo,2024-01-12,738,Đạt
HD01351,2023-12-27,2023-12,17,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Momo,2024-01-26,7.0,Đạt
HD01499,2023-12-27,2023-12,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-01-13,530,Không đạt
HD00736,2023-12-28,2023-12,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-01-20,5.5,Đạt
HD00962,2023-12-30,2023-12,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-01-16,595,Đạt
HD01225,2023-12-30,2023-12,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-01-14,815,Đạt
HD01426,2023-12-31,2023-12,20,MOS Excel,Tin Học,850000,0,850000,VNPay,2024-01-26,789,Đạt
HD00179,2024-01-01,2024-01,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-01-26,7.5,Đạt
HD00607,2024-01-02,2024-01,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-01-24,6.0,Đạt
HD00715,2024-01-03,2024-01,25,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-01-20,3.5,Không đạt
HD00762,2024-01-03,2024-01,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-01-21,6.0,Đạt
HD00789,2024-01-03,2024-01,26,MOS Word,Tin Học,850000,0,850000,VNPay,2024-01-23,677,Không đạt
HD01158,2024-01-03,2024-01,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-02-02,5.5,Đạt
HD00396,2024-01-04,2024-01,15,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-01-30,7.0,Đạt
HD00775,2024-01-04,2024-01,19,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-01-21,6.5,Đạt
HD00927,2024-01-04,2024-01,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-02-02,5.5,Đạt
HD00597,2024-01-06,2024-01,19,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2024-01-22,550,Đạt
HD00882,2024-01-07,2024-01,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-02-05,610,Đạt
HD00911,2024-01-07,2024-01,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-01-25,865,Đạt
HD00437,2024-01-09,2024-01,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-01-27,685,Đạt
HD01144,2024-01-09,2024-01,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-02-06,4.5,Không đạt
HD01414,2024-01-09,2024-01,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-01-25,6.5,Đạt
HD00404,2024-01-10,2024-01,15,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-02-08,5.7,Đạt
HD00418,2024-01-11,2024-01,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-01-29,4.5,Không đạt
HD00584,2024-01-12,2024-01,31,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-02-08,580,Đạt
HD00852,2024-01-12,2024-01,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-01-26,420,Không đạt
HD01460,2024-01-12,2024-01,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-02-08,585,Đạt
HD01166,2024-01-13,2024-01,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-02-05,330,Không đạt
HD01371,2024-01-13,2024-01,24,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2024-02-09,6.0,Đạt
HD00298,2024-01-14,2024-01,21,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2024-02-11,5.5,Đạt
HD00650,2024-01-15,2024-01,18,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-02-12,590,Đạt
HD01011,2024-01-15,2024-01,22,IC3,Tin Học,750000,0,750000,Tiền mặt,2024-02-13,894,Đạt
HD00219,2024-01-16,2024-01,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-02-02,6.5,Đạt
HD00387,2024-01-16,2024-01,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-02-10,680,Đạt
HD00807,2024-01-16,2024-01,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-02-01,7.0,Đạt
HD00069,2024-01-17,2024-01,20,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-02-08,6.5,Đạt
HD00435,2024-01-17,2024-01,16,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-02-03,6.5,Đạt
HD01330,2024-01-17,2024-01,22,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-02-06,350,Không đạt
HD01369,2024-01-17,2024-01,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-02-12,7.5,Đạt
HD01404,2024-01-17,2024-01,33,IC3,Tin Học,750000,0.2,600000.0,Momo,2024-02-12,642,Không đạt
HD00349,2024-01-18,2024-01,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-02-11,310,Không đạt
HD00580,2024-01-18,2024-01,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-02-11,705,Đạt
HD01060,2024-01-18,2024-01,15,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-02-14,4.5,Không đạt
HD00859,2024-01-19,2024-01,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-02-12,580,Đạt
HD00380,2024-01-20,2024-01,21,MOS Word,Tin Học,850000,0.15,722500.0,Chuyển khoản,2024-02-08,835,Đạt
HD00075,2024-01-21,2024-01,23,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-02-20,7.5,Đạt
HD00344,2024-01-21,2024-01,17,IC3,Tin Học,750000,0,750000,Tiền mặt,2024-02-08,793,Đạt
HD00839,2024-01-21,2024-01,22,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-02-19,740,Đạt
HD01140,2024-01-21,2024-01,21,MOS Excel,Tin Học,850000,0.15,722500.0,VNPay,2024-02-16,695,Không đạt
HD00290,2024-01-23,2024-01,27,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-02-16,990,Đạt
HD00581,2024-01-23,2024-01,21,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-02-08,786,Đạt
HD00866,2024-01-23,2024-01,21,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-02-20,495,Không đạt
HD01127,2024-01-23,2024-01,18,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2024-02-16,3.1,Không đạt
HD01339,2024-01-23,2024-01,15,MOS Word,Tin Học,850000,0.15,722500.0,Chuyển khoản,2024-02-20,839,Đạt
HD01173,2024-01-24,2024-01,18,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-02-19,5.0,Đạt
HD00232,2024-01-25,2024-01,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-02-22,840,Đạt
HD00633,2024-01-25,2024-01,23,MOS Excel,Tin Học,850000,0.2,680000.0,Chuyển khoản,2024-02-16,685,Không đạt
HD01400,2024-01-26,2024-01,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-02-23,620,Đạt
HD00052,2024-01-27,2024-01,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-02-26,800,Đạt
HD01039,2024-01-27,2024-01,19,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-02-14,856,Đạt
HD01121,2024-01-28,2024-01,17,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-02-16,5.5,Đạt
HD00192,2024-01-30,2024-01,20,MOS Word,Tin Học,850000,0,850000,VNPay,2024-02-16,794,Đạt
HD01079,2024-01-30,2024-01,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-02-28,5.5,Đạt
HD01474,2024-01-30,2024-01,21,MOS Excel,Tin Học,850000,0,850000,Momo,2024-02-29,792,Đạt
HD00180,2024-02-01,2024-02,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-02-29,685,Đạt
HD00202,2024-02-01,2024-02,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-02-27,715,Đạt
HD00949,2024-02-01,2024-02,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-01,510,Không đạt
HD00161,2024-02-02,2024-02,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-03-03,690,Đạt
